run_id,key,value,step,timestamp,algorithm,dataset
27ce05397b4545b78be97db5c01755e4,mae,1.0300167656457568,0,1748966106149,CBF,amazon
27ce05397b4545b78be97db5c01755e4,intra_list_similarity,0.022485875657612,0,1748966106149,CBF,amazon
27ce05397b4545b78be97db5c01755e4,intra_list_dissimilarity,0.977514124342388,0,1748966106149,CBF,amazon
27ce05397b4545b78be97db5c01755e4,item_coverage,0.7272727272727273,0,1748966106149,CBF,amazon
27ce05397b4545b78be97db5c01755e4,mrr,0.0117252931323283,0,1748966106149,CBF,amazon
27ce05397b4545b78be97db5c01755e4,ndcg_at_k,0.8,0,1748966106149,CBF,amazon
27ce05397b4545b78be97db5c01755e4,personalization,0.9990326036440936,0,1748966106149,CBF,amazon
27ce05397b4545b78be97db5c01755e4,precision,0.35,0,1748966106149,CBF,amazon
27ce05397b4545b78be97db5c01755e4,precision_at_k,0.9,0,1748966106149,CBF,amazon
27ce05397b4545b78be97db5c01755e4,recall,0.35,0,1748966106149,CBF,amazon
27ce05397b4545b78be97db5c01755e4,recall_at_k,0.875,0,1748966106149,CBF,amazon
27ce05397b4545b78be97db5c01755e4,rmse,1.5139196098531502,0,1748966106149,CBF,amazon
27ce05397b4545b78be97db5c01755e4,user_coverage,0.8,0,1748966106149,CBF,amazon
7144ad2e921f42e18cb470aa97f24fea,mae,3.2262507844132866,0,1748965528212,CBF,movielens
7144ad2e921f42e18cb470aa97f24fea,intra_list_similarity,0.4848287591711794,0,1748965528212,CBF,movielens
7144ad2e921f42e18cb470aa97f24fea,intra_list_dissimilarity,0.5151712408288205,0,1748965528212,CBF,movielens
7144ad2e921f42e18cb470aa97f24fea,item_coverage,0.0,0,1748965528212,CBF,movielens
7144ad2e921f42e18cb470aa97f24fea,mrr,0.0,0,1748965528212,CBF,movielens
7144ad2e921f42e18cb470aa97f24fea,ndcg_at_k,0.0,0,1748965528212,CBF,movielens
7144ad2e921f42e18cb470aa97f24fea,personalization,0.997993975966214,0,1748965528212,CBF,movielens
7144ad2e921f42e18cb470aa97f24fea,precision,0.0,0,1748965528212,CBF,movielens
7144ad2e921f42e18cb470aa97f24fea,precision_at_k,0.0070422535211267,0,1748965528212,CBF,movielens
7144ad2e921f42e18cb470aa97f24fea,recall_at_k,0.0070422535211267,0,1748965528212,CBF,movielens
7144ad2e921f42e18cb470aa97f24fea,recall,0.0,0,1748965528212,CBF,movielens
7144ad2e921f42e18cb470aa97f24fea,rmse,3.232572575817665,0,1748965528212,CBF,movielens
7144ad2e921f42e18cb470aa97f24fea,user_coverage,0.0,0,1748965528212,CBF,movielens
73d54a1890df48489669757ece0053e8,mae,1.06673914441075,0,1748966646529,CBF,postrec
73d54a1890df48489669757ece0053e8,intra_list_dissimilarity,0.9023190119808316,0,1748966646529,CBF,postrec
73d54a1890df48489669757ece0053e8,intra_list_similarity,0.0976809880191683,0,1748966646529,CBF,postrec
73d54a1890df48489669757ece0053e8,item_coverage,0.0074934432371674,0,1748966646529,CBF,postrec
73d54a1890df48489669757ece0053e8,mrr,0.0309278350515463,0,1748966646529,CBF,postrec
73d54a1890df48489669757ece0053e8,ndcg_at_k,0.0429184549356223,0,1748966646529,CBF,postrec
73d54a1890df48489669757ece0053e8,personalization,0.9987049501576212,0,1748966646529,CBF,postrec
73d54a1890df48489669757ece0053e8,precision,0.0321888412017167,0,1748966646529,CBF,postrec
73d54a1890df48489669757ece0053e8,precision_at_k,0.1051502145922746,0,1748966646529,CBF,postrec
73d54a1890df48489669757ece0053e8,recall,0.009235635013532,0,1748966646529,CBF,postrec
73d54a1890df48489669757ece0053e8,recall_at_k,0.0193797827113277,0,1748966646529,CBF,postrec
73d54a1890df48489669757ece0053e8,rmse,1.6222894450121514,0,1748966646529,CBF,postrec
73d54a1890df48489669757ece0053e8,user_coverage,0.0429184549356223,0,1748966646529,CBF,postrec
5cc8c130fb9647d78799fcb5ff7648ae,mae,5.033683739602566,0,1748966202556,CF,amazon
5cc8c130fb9647d78799fcb5ff7648ae,intra_list_dissimilarity,0.9999308383702544,0,1748966202556,CF,amazon
5cc8c130fb9647d78799fcb5ff7648ae,intra_list_similarity,6.91616297454e-05,0,1748966202556,CF,amazon
5cc8c130fb9647d78799fcb5ff7648ae,item_coverage,0.0,0,1748966202556,CF,amazon
5cc8c130fb9647d78799fcb5ff7648ae,mrr,0.0,0,1748966202556,CF,amazon
5cc8c130fb9647d78799fcb5ff7648ae,ndcg_at_k,0.0,0,1748966202556,CF,amazon
5cc8c130fb9647d78799fcb5ff7648ae,personalization,0.0033472756349504,0,1748966202556,CF,amazon
5cc8c130fb9647d78799fcb5ff7648ae,precision,0.0,0,1748966202556,CF,amazon
5cc8c130fb9647d78799fcb5ff7648ae,precision_at_k,0.0,0,1748966202556,CF,amazon
5cc8c130fb9647d78799fcb5ff7648ae,recall,0.0,0,1748966202556,CF,amazon
5cc8c130fb9647d78799fcb5ff7648ae,rmse,5.033683739602566,0,1748966202556,CF,amazon
5cc8c130fb9647d78799fcb5ff7648ae,recall_at_k,0.0,0,1748966202556,CF,amazon
5cc8c130fb9647d78799fcb5ff7648ae,user_coverage,0.0,0,1748966202556,CF,amazon
8261d72b5124421ca6ca75609af6c553,mae,2.520895867992577,0,1748965911852,CF,movielens
8261d72b5124421ca6ca75609af6c553,intra_list_dissimilarity,0.97979220642099,0,1748965911852,CF,movielens
8261d72b5124421ca6ca75609af6c553,intra_list_similarity,0.0202077935790101,0,1748965911852,CF,movielens
8261d72b5124421ca6ca75609af6c553,item_coverage,0.0077907623817473,0,1748965911852,CF,movielens
8261d72b5124421ca6ca75609af6c553,mrr,0.25,0,1748965911852,CF,movielens
8261d72b5124421ca6ca75609af6c553,ndcg_at_k,0.25,0,1748965911852,CF,movielens
8261d72b5124421ca6ca75609af6c553,personalization,0.7749625187406297,0,1748965911852,CF,movielens
8261d72b5124421ca6ca75609af6c553,precision,0.25,0,1748965911852,CF,movielens
8261d72b5124421ca6ca75609af6c553,precision_at_k,0.6810344827586207,0,1748965911852,CF,movielens
8261d72b5124421ca6ca75609af6c553,recall,0.0102610464902124,0,1748965911852,CF,movielens
8261d72b5124421ca6ca75609af6c553,recall_at_k,0.0740121068811756,0,1748965911852,CF,movielens
8261d72b5124421ca6ca75609af6c553,rmse,2.8452080621831346,0,1748965911852,CF,movielens
8261d72b5124421ca6ca75609af6c553,user_coverage,0.25,0,1748965911852,CF,movielens
270e4bcd9dfd47c4b532ae05543f94cf,mae,3.2237786385215146,0,1748967001068,CF,postrec
270e4bcd9dfd47c4b532ae05543f94cf,intra_list_dissimilarity,0.9500054576721516,0,1748967001068,CF,postrec
270e4bcd9dfd47c4b532ae05543f94cf,intra_list_similarity,0.0499945423278482,0,1748967001068,CF,postrec
270e4bcd9dfd47c4b532ae05543f94cf,item_coverage,0.0,0,1748967001068,CF,postrec
270e4bcd9dfd47c4b532ae05543f94cf,mrr,0.0,0,1748967001068,CF,postrec
270e4bcd9dfd47c4b532ae05543f94cf,ndcg_at_k,0.0,0,1748967001068,CF,postrec
270e4bcd9dfd47c4b532ae05543f94cf,personalization,0.7258678611422172,0,1748967001068,CF,postrec
270e4bcd9dfd47c4b532ae05543f94cf,precision,0.0,0,1748967001068,CF,postrec
270e4bcd9dfd47c4b532ae05543f94cf,precision_at_k,0.0543478260869565,0,1748967001068,CF,postrec
270e4bcd9dfd47c4b532ae05543f94cf,recall,0.0,0,1748967001068,CF,postrec
270e4bcd9dfd47c4b532ae05543f94cf,recall_at_k,0.0013341074242608,0,1748967001068,CF,postrec
270e4bcd9dfd47c4b532ae05543f94cf,rmse,3.445073391075491,0,1748967001068,CF,postrec
270e4bcd9dfd47c4b532ae05543f94cf,user_coverage,0.0,0,1748967001068,CF,postrec
bfc8dbc1645748cb9d13a757b9b53eb4,mae,2.238224432323918,0,1748966616349,RL,amazon
bfc8dbc1645748cb9d13a757b9b53eb4,intra_list_dissimilarity,0.9974458874458876,0,1748966616349,RL,amazon
bfc8dbc1645748cb9d13a757b9b53eb4,intra_list_similarity,0.0025541125541125,0,1748966616349,RL,amazon
bfc8dbc1645748cb9d13a757b9b53eb4,item_coverage,0.0454545454545454,0,1748966616349,RL,amazon
bfc8dbc1645748cb9d13a757b9b53eb4,mrr,0.05,0,1748966616349,RL,amazon
bfc8dbc1645748cb9d13a757b9b53eb4,ndcg_at_k,0.05,0,1748966616349,RL,amazon
bfc8dbc1645748cb9d13a757b9b53eb4,personalization,0.9602564102564104,0,1748966616349,RL,amazon
bfc8dbc1645748cb9d13a757b9b53eb4,precision,0.05,0,1748966616349,RL,amazon
bfc8dbc1645748cb9d13a757b9b53eb4,precision_at_k,0.8,0,1748966616349,RL,amazon
bfc8dbc1645748cb9d13a757b9b53eb4,recall,0.05,0,1748966616349,RL,amazon
bfc8dbc1645748cb9d13a757b9b53eb4,recall_at_k,0.775,0,1748966616349,RL,amazon
bfc8dbc1645748cb9d13a757b9b53eb4,rmse,2.447750639474784,0,1748966616349,RL,amazon
bfc8dbc1645748cb9d13a757b9b53eb4,user_coverage,0.05,0,1748966616349,RL,amazon
9f28689ff5004ff9a47170ecf71ee139,mae,0.8182577013969421,0,1748966093183,RL,movielens
9f28689ff5004ff9a47170ecf71ee139,intra_list_dissimilarity,0.8064741082410983,0,1748966093183,RL,movielens
9f28689ff5004ff9a47170ecf71ee139,intra_list_similarity,0.1935258917589016,0,1748966093183,RL,movielens
9f28689ff5004ff9a47170ecf71ee139,item_coverage,0.0011129660545353,0,1748966093183,RL,movielens
9f28689ff5004ff9a47170ecf71ee139,mrr,0.0172413793103448,0,1748966093183,RL,movielens
9f28689ff5004ff9a47170ecf71ee139,ndcg_at_k,0.0172413793103448,0,1748966093183,RL,movielens
9f28689ff5004ff9a47170ecf71ee139,personalization,0.9145427286356822,0,1748966093183,RL,movielens
9f28689ff5004ff9a47170ecf71ee139,precision,0.017391304347826,0,1748966093183,RL,movielens
9f28689ff5004ff9a47170ecf71ee139,precision_at_k,0.0782608695652174,0,1748966093183,RL,movielens
9f28689ff5004ff9a47170ecf71ee139,recall,0.0003147235905856,0,1748966093183,RL,movielens
9f28689ff5004ff9a47170ecf71ee139,recall_at_k,0.002552478725242,0,1748966093183,RL,movielens
9f28689ff5004ff9a47170ecf71ee139,rmse,1.0365461401915652,0,1748966093183,RL,movielens
9f28689ff5004ff9a47170ecf71ee139,user_coverage,0.0172413793103448,0,1748966093183,RL,movielens
48f72f45dada4a55a53d11c0b21178a8,mae,1.2711726508357308,0,1748967195203,RL,postrec
48f72f45dada4a55a53d11c0b21178a8,intra_list_dissimilarity,0.8911891811463113,0,1748967195203,RL,postrec
48f72f45dada4a55a53d11c0b21178a8,intra_list_similarity,0.1088108188536886,0,1748967195203,RL,postrec
48f72f45dada4a55a53d11c0b21178a8,item_coverage,0.0014958863126402,0,1748967195203,RL,postrec
48f72f45dada4a55a53d11c0b21178a8,mrr,0.0434782608695652,0,1748967195203,RL,postrec
48f72f45dada4a55a53d11c0b21178a8,ndcg_at_k,0.0434782608695652,0,1748967195203,RL,postrec
48f72f45dada4a55a53d11c0b21178a8,personalization,0.9885332059245102,0,1748967195203,RL,postrec
48f72f45dada4a55a53d11c0b21178a8,precision,0.0434782608695652,0,1748967195203,RL,postrec
48f72f45dada4a55a53d11c0b21178a8,precision_at_k,0.7391304347826086,0,1748967195203,RL,postrec
48f72f45dada4a55a53d11c0b21178a8,recall,0.0024045940958247,0,1748967195203,RL,postrec
48f72f45dada4a55a53d11c0b21178a8,recall_at_k,0.0592763032629032,0,1748967195203,RL,postrec
48f72f45dada4a55a53d11c0b21178a8,rmse,1.5180594237705964,0,1748967195203,RL,postrec
48f72f45dada4a55a53d11c0b21178a8,user_coverage,0.0434782608695652,0,1748967195203,RL,postrec
